bairro,rua,cidade,estacao,tipo,distance_km
Santa Cecília,RUA BARONESA DE ITU,São Paulo,Paulista,metro,1.8182933046422203
Santa Cecília,RUA BARONESA DE ITU,São Paulo,Higienópolis-Mackenzie,metro,1.1767391653614756
Santana,R Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,R Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,R Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,R Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Vila Regente Feijó,Rua Sebastião Barbosa,São Paulo,Tatuape,metro,1.537224014665652
Vila Sônia,Rua Judith Passald Esteves,São Paulo,Morumbi,trem,1.8284103596815704
Vila Sônia,Rua Judith Passald Esteves,São Paulo,Saúde,metro,1.566502112850807
Vila Sônia,Rua Judith Passald Esteves,São Paulo,São Paulo-Morumbi,metro,1.8524935007230945
Vila Mariana,R JOSÉ BRAZ DE QUEIROZ,São Paulo,Vila Mariana,metro,1.193484619408461
Vila Mariana,R JOSÉ BRAZ DE QUEIROZ,São Paulo,Santa Cruz,metro,1.3744513748665483
Vila Mariana,R JOSÉ BRAZ DE QUEIROZ,São Paulo,Chácara Klabin,metro,0.8252408909882357
Vila Mariana,R JOSÉ BRAZ DE QUEIROZ,São Paulo,Santos – Imigrantes,metro,0.2283313124984385
Vila Mariana,R JOSÉ BRAZ DE QUEIROZ,São Paulo,Alto do Ipiranga,metro,1.0066460334928502
Jardim Bonfiglioli,Rua Poetisa Colombina,São Paulo,Morumbi,trem,1.5081147705424898
Jardim Bonfiglioli,Rua Poetisa Colombina,São Paulo,Saúde,metro,1.6907656174378953
Jardim Bonfiglioli,Rua Poetisa Colombina,São Paulo,São Paulo-Morumbi,metro,1.547741775010871
Real Parque,Rua Barão de Melgaço,São Paulo,Berrini,trem,1.2093856923143975
Real Parque,Rua Barão de Campos Gerais,São Paulo,Berrini,trem,1.2268127943492666
Santana,Rua Dona Luiza Tolle,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.3560354476794987
Santana,Rua Dona Luiza Tolle,São Paulo,Santana,metro,1.6315848816745528
Planalto Paulista,Avenida Piassanguaba,São Paulo,Praça da Árvore,metro,0.906743750275284
Planalto Paulista,Avenida Piassanguaba,São Paulo,São Judas,metro,1.1552169517895023
Butantã,Rua Republica Do Togo 121,São Paulo,Morumbi,trem,1.1348540676254761
Butantã,Rua Republica Do Togo 121,São Paulo,Saúde,metro,1.2515160948249766
Butantã,Rua Republica Do Togo 121,São Paulo,São Paulo-Morumbi,metro,1.178793839507513
Aclimação,Rua Muniz de Sousa,São Paulo,Japão - Liberdade,metro,1.9308291878741313
Aclimação,Rua Muniz de Sousa,São Paulo,São Joaquim,metro,1.6270367510039245
Aclimação,Rua Muniz de Sousa,São Paulo,Vergueiro,metro,1.5335513084002657
Aclimação,Rua Muniz de Sousa,São Paulo,Paraíso,metro,1.7851945745791022
Aclimação,Rua Muniz de Sousa,São Paulo,Ana Rosa,metro,1.9112722481572786
Aclimação,Rua Muniz de Sousa,São Paulo,Paraíso,metro,1.842581769512246
Aclimação,Rua Muniz de Sousa,São Paulo,Ana Rosa,metro,1.8874874927440923
Mooca,Rua Hipódromo,São Paulo,Belem,metro,1.7306551975394655
Mooca,Rua Hipódromo,São Paulo,Bresser-Mocca,metro,0.5603347251483108
Mooca,Rua Hipódromo,São Paulo,Bras,metro,1.1879619574192157
Jaguaré,AV MARECHAL MARIO GUEDES,São Paulo,Ceasa,trem,1.4650740828021345
Jaguaré,AV MARECHAL MARIO GUEDES,São Paulo,Villa Lobos,trem,0.47144331788351507
Santana,Rua Eudoro Lemos de Oliveira,São Paulo,Santana,metro,1.1705582850876541
Santana,Rua Eudoro Lemos de Oliveira,São Paulo,Carandiru,metro,1.3379124593360496
Santana,Rua Eudoro Lemos de Oliveira,São Paulo,Portuguesa-Tietê,metro,1.8397873406574032
Saúde,R Frei Rolim,São Paulo,Praça da Árvore,metro,1.7326900013269835
Saúde,R Frei Rolim,São Paulo,São Judas,metro,1.683847752251989
Perdizes,Rua Doutor Homem de Melo,São Paulo,Marechal Deodoro,metro,1.6311594804326128
Perdizes,Rua Doutor Homem de Melo,São Paulo,Barra Funda,metro,1.1371741137237033
Perdizes,Rua Doutor Homem de Melo,São Paulo,Sumaré,metro,1.9561127102543037
Vila Prudente,Rua Ibitirama,São Paulo,Tamanduateí,metro,1.1329399166452248
Vila Prudente,Rua Ibitirama,São Paulo,Vila Prudente,metro,0.3009859804913475
Cursino,\"\",São Paulo,Vila Mariana,metro,1.724222983739843
Cursino,\"\",São Paulo,Santa Cruz,metro,1.446875373544716
Cursino,\"\",São Paulo,Praça da Árvore,metro,1.7049805292495432
Cursino,\"\",São Paulo,Chácara Klabin,metro,1.3572539770500425
Cursino,\"\",São Paulo,Santos – Imigrantes,metro,0.7342181053312609
Cursino,\"\",São Paulo,Alto do Ipiranga,metro,0.9057397574747321
Real Parque,R César Vallejo,São Paulo,Vila Olimpia,trem,1.743079364581153
Real Parque,R César Vallejo,São Paulo,Berrini,trem,0.6372187043784425
Tatuapé,Rua Icaraí,São Paulo,Penha,metro,1.9948467352362556
Tatuapé,Rua Icaraí,São Paulo,Carrao,metro,0.43608987682772565
Tatuapé,Rua Icaraí,São Paulo,Tatuape,metro,1.6199594552947978
Casa Verde,R Piracema,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.8815917566082976
Casa Verde,R Piracema,São Paulo,Santana,metro,1.7038606827882574
Interlagos,Engenheiro José Salles 200,São Paulo,Jurubatuba,trem,1.5066883583605168
Santana,Rua Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,Rua Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,Rua Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,Rua Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Bom Retiro,R Júlio Conceição,São Paulo,Republica,metro,1.9393975894025577
Bom Retiro,R Júlio Conceição,São Paulo,Santa Cecilia,metro,1.6681802558988177
Bom Retiro,R Júlio Conceição,São Paulo,Marechal Deodoro,metro,1.7787686096887059
Bom Retiro,R Júlio Conceição,São Paulo,Osasco,trem,1.1732442837782178
Bom Retiro,R Júlio Conceição,São Paulo,Pinheiros,trem,1.1732442837782178
Bom Retiro,R Júlio Conceição,São Paulo,Portuguesa-Tietê,metro,1.7557959671503232
Bom Retiro,R Júlio Conceição,São Paulo,Armênia,metro,0.8887790987523644
Bom Retiro,R Júlio Conceição,São Paulo,Tiradentes,metro,0.7126001060400746
Bom Retiro,R Júlio Conceição,São Paulo,Luz,metro,0.9602113524459939
Bom Retiro,R Júlio Conceição,São Paulo,São Bento,metro,1.9948844081959267
Mooca,Rua Marina Crespi,São Paulo,Bresser-Mocca,metro,1.1856138519605244
Mooca,Rua Marina Crespi,São Paulo,Bras,metro,1.5212458220670675
Tremembé,Rua Bento Araújo,São Paulo,Tucuruvi,metro,1.6937655190635004
Santana,Avenida Braz Leme,São Paulo,Santana,metro,0.900125833108701
Santana,Avenida Braz Leme,São Paulo,Carandiru,metro,1.0833557586214175
Santana,Avenida Braz Leme,São Paulo,Portuguesa-Tietê,metro,1.6468545598360411
Santana,Rua Dona Luiza Tolle 519,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.4509460761989217
Santana,Rua Dona Luiza Tolle 519,São Paulo,Santana,metro,1.7738254900395152
Morumbi,Rua Manuel Jacinto 100,São Paulo,Morumbi,trem,0.6149741095326979
Morumbi,Rua Manuel Jacinto 100,São Paulo,Saúde,metro,0.5007882591722771
Morumbi,Rua Manuel Jacinto 100,São Paulo,São Paulo-Morumbi,metro,0.6517245148185454
Mirandópolis,Avenida Jabaquara,São Paulo,Santa Cruz,metro,1.1427938944973113
Mirandópolis,Avenida Jabaquara,São Paulo,Praça da Árvore,metro,0.2816214290910961
Mirandópolis,Avenida Jabaquara,São Paulo,São Judas,metro,1.910405643761112
Mirandópolis,Avenida Jabaquara,São Paulo,Chácara Klabin,metro,1.9231712444638418
Jardim das Vertentes,Rua Trajano Reis 186,São Paulo,Morumbi,trem,1.719889047076855
Jardim das Vertentes,Rua Trajano Reis 186,São Paulo,Saúde,metro,1.7446449429816313
Jardim das Vertentes,Rua Trajano Reis 186,São Paulo,São Paulo-Morumbi,metro,1.7649159283850582
Mooca,Rua Vitoantônio Del Vecchio,São Paulo,Vila Prudente,metro,1.6267021875122172
Ipiranga,Rua Pedro Victor,São Paulo,Vila Mariana,metro,1.7760491947289172
Ipiranga,Rua Pedro Victor,São Paulo,Chácara Klabin,metro,1.4440948753037626
Ipiranga,Rua Pedro Victor,São Paulo,Santos – Imigrantes,metro,0.48491965165383477
Ipiranga,Rua Pedro Victor,São Paulo,Alto do Ipiranga,metro,0.5660142385034139
Ipiranga,Rua Pedro Victor,São Paulo,Sacomã,metro,1.591244927972609
Santana,Doutor Guilherme Cristofel 506,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.3521967147393772
Santana,Doutor Guilherme Cristofel 506,São Paulo,Santana,metro,1.695370477788328
Santana,Avenida Braz Leme,São Paulo,Santana,metro,0.900125833108701
Santana,Avenida Braz Leme,São Paulo,Carandiru,metro,1.0833557586214175
Santana,Avenida Braz Leme,São Paulo,Portuguesa-Tietê,metro,1.6468545598360411
Interlagos,Avenida Interlagos,São Paulo,Autodromo,trem,1.4375694504809988
Jardim Marajoara,Rua Moacir Simões da Rocha,São Paulo,Jurubatuba,trem,1.9330548158330376
Água Fria,RUA JERONIMA DIAS,São Paulo,Tucuruvi,metro,1.965747260772217
Água Fria,RUA JERONIMA DIAS,São Paulo,Parada Inglesa,metro,1.344295286287532
Água Fria,RUA JERONIMA DIAS,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.8742227321529856
Água Fria,RUA JERONIMA DIAS,São Paulo,Santana,metro,1.8528379111581785
Penha,Rua Buriti Alegre,São Paulo,Patriarca,metro,0.22733997050488464
Penha,Rua Buriti Alegre,São Paulo,Guilhermina – Esperança,metro,1.5162362711663104
Tucuruvi,AV Álvaro Machado Pedrosa,São Paulo,Tucuruvi,metro,0.38198729269964016
Tucuruvi,AV Álvaro Machado Pedrosa,São Paulo,Parada Inglesa,metro,0.6029351015501514
Tucuruvi,AV Álvaro Machado Pedrosa,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.5979363934942317
Brás,Rua Domingos Paiva 206,São Paulo,Bresser-Mocca,metro,0.9255535898829458
Brás,Rua Domingos Paiva 206,São Paulo,Bras,metro,0.2845443061572927
Brás,Rua Domingos Paiva 206,São Paulo,Pedro II,metro,1.0654319799783483
Brás,Rua Domingos Paiva 206,São Paulo,Se,metro,1.769995092344487
Brás,Rua Domingos Paiva 206,São Paulo,São Bento,metro,1.9891851081307241
Tatuapé,AVENIDA CONDESSA ELISABETH DE ROBIANO,São Paulo,Carrao,metro,1.6243324159107095
Tatuapé,AVENIDA CONDESSA ELISABETH DE ROBIANO,São Paulo,Tatuape,metro,1.5087681263282973
Mooca,Rua da Mooca 2374,São Paulo,Belem,metro,1.8802958304420425
Mooca,Rua da Mooca 2374,São Paulo,Bresser-Mocca,metro,1.162924317244788
Mooca,Rua da Mooca 2374,São Paulo,Bras,metro,1.640919558831895
Vila Prudente,\"\",São Paulo,Tamanduateí,metro,1.938700479185598
Vila Prudente,\"\",São Paulo,Vila Prudente,metro,1.1059957256065
Ipiranga,\"\",São Paulo,Alto do Ipiranga,metro,1.939486861813568
Ipiranga,\"\",São Paulo,Sacomã,metro,1.6524378041563053
Ipiranga,\"\",São Paulo,Tamanduateí,metro,1.4698864652714585
Ipiranga,\"\",São Paulo,Vila Prudente,metro,1.8655379682623963
Bom Retiro,Rua da Graça,São Paulo,Republica,metro,1.9324719069572724
Bom Retiro,Rua da Graça,São Paulo,Santa Cecilia,metro,1.6641856644130066
Bom Retiro,Rua da Graça,São Paulo,Marechal Deodoro,metro,1.7790740446668563
Bom Retiro,Rua da Graça,São Paulo,Osasco,trem,1.164546915672865
Bom Retiro,Rua da Graça,São Paulo,Pinheiros,trem,1.164546915672865
Bom Retiro,Rua da Graça,São Paulo,Portuguesa-Tietê,metro,1.7579116013822047
Bom Retiro,Rua da Graça,São Paulo,Armênia,metro,0.8859686122120537
Bom Retiro,Rua da Graça,São Paulo,Tiradentes,metro,0.7045463545030453
Bom Retiro,Rua da Graça,São Paulo,Luz,metro,0.9517248478160804
Bom Retiro,Rua da Graça,São Paulo,São Bento,metro,1.9865880071146893
Tatuapé,Pedreira de Freitas,São Paulo,Carrao,metro,1.664377569096104
Casa Verde,Rua Reims,São Paulo,Barra Funda,metro,1.9582389088151848
Tatuapé,Celso Garcia,São Paulo,Carrao,metro,0.697136784448102
Tatuapé,Celso Garcia,São Paulo,Tatuape,metro,0.7934716743695666
Mooca,RUA  FRANCISCO SOLEDADE,São Paulo,Vila Prudente,metro,1.5518940988436156
Pompéia,Rua Doutor Augusto de Miranda,São Paulo,Lapa,trem,1.4831064529996805
Pompéia,Rua Doutor Augusto de Miranda,São Paulo,Vila Madalena,metro,1.9378899679017447
Tucuruvi,AV Nova Cantareira 1076,São Paulo,Tucuruvi,metro,1.107441033565762
Tucuruvi,AV Nova Cantareira 1076,São Paulo,Parada Inglesa,metro,0.5089518070327032
Tucuruvi,AV Nova Cantareira 1076,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.8724489118779791
Tatuapé,ESTRADA VELHA DA PENHA,São Paulo,Penha,metro,1.7133667456462627
Tatuapé,ESTRADA VELHA DA PENHA,São Paulo,Carrao,metro,1.2102527664275406
Pinheiros,Avenida Pedroso de Morais,São Paulo,Cidade Universitaria,trem,1.6615873767353893
Pinheiros,Avenida Pedroso de Morais,São Paulo,Hebraica Rebouca,trem,1.5652523271044447
Pinheiros,Avenida Pedroso de Morais,São Paulo,Vila Madalena,metro,1.5081087585297446
Pinheiros,Avenida Pedroso de Morais,São Paulo,Sumaré,metro,1.8815959861202411
Pinheiros,Avenida Pedroso de Morais,São Paulo,Butantã,metro,1.820655928504561
Pinheiros,Avenida Pedroso de Morais,São Paulo,Pinheiros,metro,1.0293890754567048
Pinheiros,Avenida Pedroso de Morais,São Paulo,Faria Lima,metro,0.8415800791245759
Pinheiros,Avenida Pedroso de Morais,São Paulo,Fradique Coutinho,metro,1.343607482262925
Saúde,Rua Marcos Fernandes 185,São Paulo,Praça da Árvore,metro,1.7711684951329532
Saúde,Rua Marcos Fernandes 185,São Paulo,Alto do Ipiranga,metro,1.928194248267199
Santana,Rua Aluísio Azevedo,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.898873261080614
Santana,Rua Aluísio Azevedo,São Paulo,Santana,metro,1.0940663135614903
Santana,Rua Aluísio Azevedo,São Paulo,Carandiru,metro,1.5617614171752232
Tatuapé,Emílio Mallet 655,São Paulo,Carrao,metro,1.0258357413429346
Tatuapé,Emílio Mallet 655,São Paulo,Tatuape,metro,1.18884812898399
Tatuapé,Rua Retiro 145,São Paulo,Penha,metro,1.2434976475404143
Tatuapé,Rua Retiro 145,São Paulo,Carrao,metro,1.250334296386403
Vila Carrão,Rua Muritinga do Sul,São Paulo,Penha,metro,1.6326750153476042
Vila Carrão,Rua Muritinga do Sul,São Paulo,Carrao,metro,1.9187377630257105
Saúde,Rua das Mangueiras,São Paulo,Praça da Árvore,metro,1.8322679419840104
Saúde,Rua das Mangueiras,São Paulo,São Judas,metro,1.5999730532751766
Santana,Rua Copacabana,São Paulo,Santana,metro,1.550295146233576
Saúde,R Francisco Tapajós 513,São Paulo,São Judas,metro,1.923687497071062
Vila Prudente,Ibitirama 1775,São Paulo,Tamanduateí,metro,1.2868835339699305
Vila Prudente,Ibitirama 1775,São Paulo,Vila Prudente,metro,1.166127577691291
Jaguaré,RUA MARSELHA,São Paulo,Ceasa,trem,0.9497813269047155
Jaguaré,RUA MARSELHA,São Paulo,Villa Lobos,trem,1.385723735580792
Tatuapé,Rua Jacirendi 91,São Paulo,Carrao,metro,1.446814710320711
Tatuapé,Rua Jacirendi 91,São Paulo,Tatuape,metro,0.6820590923611078
Tatuapé,Rua Jacirendi 91,São Paulo,Belem,metro,1.5344889059325142
Sacomã,Avenida Santo Albano 513,São Paulo,Sacomã,metro,1.7543084185177804
Pompéia,Rua Barão do Bananal,São Paulo,Lapa,trem,1.7464716817808215
Pompéia,Rua Barão do Bananal,São Paulo,Vila Madalena,metro,1.7102819999803498
Tatuapé,Rua Santa Virgínia,São Paulo,Carrao,metro,0.9058627542405322
Tatuapé,Rua Santa Virgínia,São Paulo,Tatuape,metro,1.1425060422370779
Tucuruvi,Rua Domelia,São Paulo,Tucuruvi,metro,0.24271300202967092
Tucuruvi,Rua Domelia,São Paulo,Parada Inglesa,metro,1.114360339476193
Santana,Rua Alfredo Pujol,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.6929922865335727
Santana,Rua Alfredo Pujol,São Paulo,Santana,metro,0.6749274769041849
Santana,Rua Alfredo Pujol,São Paulo,Carandiru,metro,1.1610335139281756
Santana,Rua Alfredo Pujol,São Paulo,Portuguesa-Tietê,metro,1.8577380512842794
Santana,Rua Copacabana,São Paulo,Santana,metro,1.550295146233576
Santana,Rua Voluntários da Pátria 3003,São Paulo,Parada Inglesa,metro,1.741548635982158
Santana,Rua Voluntários da Pátria 3003,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.7841334255521993
Santana,Rua Voluntários da Pátria 3003,São Paulo,Santana,metro,0.9749335032498532
Santana,Rua Voluntários da Pátria 3003,São Paulo,Carandiru,metro,1.704239459395407
Freguesia Do Ó,Rua Coronel Bento Bicudo,São Paulo,Lapa,trem,1.94601110763907
Santana,Rua Alfredo Pujol,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.6929922865335727
Santana,Rua Alfredo Pujol,São Paulo,Santana,metro,0.6749274769041849
Santana,Rua Alfredo Pujol,São Paulo,Carandiru,metro,1.1610335139281756
Santana,Rua Alfredo Pujol,São Paulo,Portuguesa-Tietê,metro,1.8577380512842794
Butantã,R AZEM ABDALA AZEM,São Paulo,Morumbi,trem,1.103541119354172
Butantã,R AZEM ABDALA AZEM,São Paulo,Saúde,metro,1.2795722435638857
Butantã,R AZEM ABDALA AZEM,São Paulo,São Paulo-Morumbi,metro,1.1443559310120526
Santana,Rua Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,Rua Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,Rua Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,Rua Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Sacomã,Rua marques de Marica 625,São Paulo,Sacomã,metro,1.2971042718632018
Vila Prudente,Rua do Oratório 7,São Paulo,Belem,metro,1.7705310933013083
Vila Prudente,Rua do Oratório 7,São Paulo,Bresser-Mocca,metro,1.3092363059822458
Vila Prudente,Rua do Oratório 7,São Paulo,Bras,metro,1.8445526873161846
Santana,Rua Frei Vicente do Salvador,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.2042925480746576
Santana,Rua Frei Vicente do Salvador,São Paulo,Santana,metro,0.490472428424165
Santana,Rua Frei Vicente do Salvador,São Paulo,Carandiru,metro,1.199531478743447
Santana,Rua Frei Vicente do Salvador,São Paulo,Portuguesa-Tietê,metro,1.967809685617719
Santana,RUA VOLUNTÁRIOS DA PÁTRIA 3836,São Paulo,Parada Inglesa,metro,1.6583868323589959
Santana,RUA VOLUNTÁRIOS DA PÁTRIA 3836,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.0653850091899568
Santana,RUA VOLUNTÁRIOS DA PÁTRIA 3836,São Paulo,Santana,metro,1.7759665202186214
Butantã,Coronel Camisão,São Paulo,Morumbi,trem,1.4699489017166556
Butantã,Coronel Camisão,São Paulo,Saúde,metro,1.7560105158799697
Butantã,Coronel Camisão,São Paulo,São Paulo-Morumbi,metro,1.4936337397052646
Penha,Rua Cirino de Abreu,São Paulo,Vila Matilde,metro,1.8801811774167474
Penha,Rua Cirino de Abreu,São Paulo,Penha,metro,0.7135236580954765
Penha,Rua Cirino de Abreu,São Paulo,Carrao,metro,1.6595705115088273
Jabaquara,Rua Guian 334,São Paulo,Jabaquara,metro,1.3360292706730323
Real Parque,Rua Cesar Vallejo 239,São Paulo,Vila Olimpia,trem,1.7744495388734294
Real Parque,Rua Cesar Vallejo 239,São Paulo,Berrini,trem,0.6914699222324294
Real Parque,Rua Barão de Monte Mor,São Paulo,Berrini,trem,1.2386720630060228
Santana,Rua Paulo Gonçalves,São Paulo,Parada Inglesa,metro,1.9436841237068536
Santana,Rua Paulo Gonçalves,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.9651131598880403
Santana,Rua Paulo Gonçalves,São Paulo,Santana,metro,0.7944835839882439
Santana,Rua Paulo Gonçalves,São Paulo,Carandiru,metro,1.521288999641546
Santana,Rua Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,Rua Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,Rua Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,Rua Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Tucuruvi,R Félix Pacheco,São Paulo,Tucuruvi,metro,1.2413845544869107
Tucuruvi,R Félix Pacheco,São Paulo,Parada Inglesa,metro,0.3673566712726483
Tucuruvi,R Félix Pacheco,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.6281761709808652
Jardim Marajoara,JOSE BENEDITO SALINAS 110,São Paulo,Jurubatuba,trem,1.9954440176006785
Morumbi,Rua Corgie Assad Abdalla,São Paulo,Morumbi,trem,1.375656146950438
Morumbi,Rua Corgie Assad Abdalla,São Paulo,Saúde,metro,1.0588838018372797
Morumbi,Rua Corgie Assad Abdalla,São Paulo,São Paulo-Morumbi,metro,1.3685355879918706
Vila Romana,Rua Aurelia,São Paulo,Lapa,trem,1.2945698759048032
Vila Romana,Rua Aurelia,São Paulo,Vila Madalena,metro,1.7270734194216213
Vila Regente Feijó,Rua Sebastião Barbosa 80,São Paulo,Carrao,metro,1.9904618945230481
Vila Regente Feijó,Rua Sebastião Barbosa 80,São Paulo,Tatuape,metro,1.442798283145637
Vila Regente Feijó,Rua Sebastião Barbosa 80,São Paulo,Belem,metro,1.9399581151466425
Perdizes,Rua Barão Tefé,São Paulo,Barra Funda,metro,0.9214421006720784
Itaquera,Avenida das Alamandas,São Paulo,Itaquera,metro,0.9871022784055276
Itaquera,Avenida das Alamandas,São Paulo,Artur Alvim,metro,1.9947952949217045
Mandaqui,R Professor Valério Giuli,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.7212934232676311
